Title,Normal_price,Current_price,Sku,Code,Weight,Category,Brand,Sub_category,Img_url,Processor,Motherboard,Ssd,Ram,Vga,Psu,Fan_casing,Cpu_cooler,Network,Casing,Keyboard_mouse,Mousepad,Software
EK Gaming BattleStar PRO,13.640.000,Rp13.390.000,190630,EK 7J6NA24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro1-1724145438.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro5-1724145439.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro2-1724145439.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro3-1724145439.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-8-24-Battle-Star-Pro4-1724145440.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"Asus PRIME B760M-K D4 (LGA1700, B760, DDR4, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4060 Ti 8GB GDDR6 (1-Click OC) - Lighting EFFECT - DUAL FAN - Garansi 3 Thn,Antec Cuprum Strike 750W - CSK750H Bronze - 80+ Bronze Certified - Semi Modular - 3 Years Warranty,CUBE GAMING BLACK (Hydro Bearing) - 12CM FAN,CUBE GAMING SHARPEN - ARGB Air Cooler - for All Intel Socket & AMD Socket - Support LGA 1700,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING ATHOS BLACK - mATX Gaming Case - Front-Top Stylish Curve & Left Side Tempered Glass - Aesthetic Dual Chamber Design - Airflow Potential - Panoramic View with Minimalist Display Front It!,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar Race,33.860.000,Rp33.490.000,187887,EK 2M42924,90 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0004-1-copy-1713245604.jpg', 'https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0003-PC-copy-1713245604.jpg', 'https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0002-RIG-GT-copy-1713245605.jpg', 'https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0001-thrustmaster-copy-1713245605.jpg', 'https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0000-monitor-copy-1713245605.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Box] Socket LGA 1700 - Alder Lake Series,"Asus PRIME B660M-A WIFI D4 (LGA1700, B660, DDR4, USB3.2, SATA3)",MSI Spatium M450 M.2 NVMe PCIe Gen4 x4 1TB - Grs 5th,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PNY Geforce RTX 3060 12GB DDR6 VERTO Dual Fan LHR,1STPLAYER ARMOUR 650W Gaming PSU - PS-650AR 80+ Gold Certified - 5 Years Warranty Replacement,CUBE GAMING CHAIN BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan,CUBE GAMING STORM V2 - SINGLE FAN 12CM ARGB - Universal Socket (AM5 Ready),None,CUBE GAMING COMSEL BLACK - ATX Gaming Case - Front & Left Side Tempered Glass - USB Type C Included - Dust Filter - PSU Cover - FREE 2PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStealth SUN,5.155.000,Rp5.090.000,186520,EK D32XK23,16 Kg,PC Ready,EK Gaming,EK Gaming BattleStealth Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/9/da30d753-5d81-40fb-a7ff-d0b04a476443.jpg'],AMD Ryzen 5 5600G 3.9Ghz Up To 4.4Ghz Cache 16MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Terminator B550M (AM4, AMD B550, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 512GB M.2 2280 NVMe PCle Gen3 x4 - K512GM2SP0-C71 - R2050MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,1STPLAYER ACK Series 550W HA-550AC1 80+ Certified with Embossed Cable - Active PFC - 140MM Hydraulic Bearing - Premium Quality Capacitors - 5 Years Warranty,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,CUBE GAMING WIND V2 - 2 Copper Heat Pipes - Mirror RGB TOP Cover - Gaming CPU Cooler Rainbow Led - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING SANG BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStealth D5,7.949.000,Rp7.850.000,188024,EK 93ANR24,14 Kg,PC Ready,EK Gaming,EK Gaming BattleStealth Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/9/2a362309-88f8-4a14-9f95-9c0e28aa88b8.jpg'],AMD Ryzen 5 8600G 4.3Ghz Up To 5.0Ghz Cache 16MB 65W AM5 [Box] - 6 Core - 100-100001237BOX,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",ADATA LEGEND 850 Lite 500GB NVME PCIe Gen4x4 - R 4700MB/S W 1700MB/S - ALEG-850L-500GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,Super Flower ZILLION DW 550W - SF-550Z12DW - 80 PLUS WHITE - Flat Cable - 5 Years,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,CUBE GAMING SHARPEN - ARGB Air Cooler - for All Intel Socket & AMD Socket - Support LGA 1700,None,CUBE GAMING SHAFEL Lite S BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStealth D5 WHITE,8.100.000,Rp7.990.000,190812,EK 4WAWN24,16 Kg,PC Ready,EK Gaming,EK Gaming BattleStealth Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/23/214807b1-cde7-4fdb-8948-d31c34d57e97.jpg'],AMD Ryzen 5 8600G 4.3Ghz Up To 5.0Ghz Cache 16MB 65W AM5 [Box] - 6 Core - 100-100001237BOX,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C925 500GB M.2 2280 NVMe PCle Gen4 x4 with Heatsink - K500GM2SP0-C9T - R7400MB/s W6200MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,Super Flower ZILLION DB 550W - SF-550Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,Paradox Hypersonic F-400 White V2 12CM Rainbow Fan,None,None,CUBE GAMING PREMIUM CIELO MINI WHITE - mATX Gaming Case - All White Inside - Front-Top & Left Side Tempered Glass - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStealth PRO D5,9.930.000,Rp9.750.000,188025,EK NJBXN24,14 Kg,PC Ready,EK Gaming,EK Gaming BattleStealth Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/2/fba9b294-beb3-4066-b58c-a6f78cce211e.jpg'],AMD Ryzen 7 8700G 4.2Ghz Up To 5.1Ghz Cache 16MB 65W AM5 [Box] - 8 Core - 100-100001236BOX,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",ADATA LEGEND 850 Lite 500GB NVME PCIe Gen4x4 - R 4700MB/S W 1700MB/S - ALEG-850L-500GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,Super Flower ZILLION DB 550W - SF-550Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,None,None,Antec DP31 - mATX Gaming Case - Magnetic & Removable Tempered Glass Side Panel - Front ARGB STRIP - FREE 1 PCS 12CM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleXtream A3,18.940.000,Rp18.690.000,190408,EK RPNPC24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleXtream Series,"['https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-1-1721633330.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-5-1721633342.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-2-1721633350.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-3-1721633357.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-4-1721633357.jpg']",Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN iCraft B760M WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA XPG GAMMIX S70 BLADE 1TB PCIe Gen4x4 - R 7400MB/S W 5500MB/S - AGAMMIXS70B-1T-CS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 8GB GDDR6 TWIN X2 OC WHITE - DUAL FAN - Garansi 3 Thn,Super Flower Leadex III Gold 850W White Edition - SF-850F14HG (WH) - 80 PLUS GOLD - Full Modular - PCIe 5.0 Ready - 10 Years,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 6 Copper Heat Pipes - Dual Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),None,LIAN LI A3-mATX WHITE - Steel Mesh Panels - Stylish Micro-ATX Designed - Minimalist & Enhanced Modularity - USB Type C Included,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK AI Battle Neutron,24.690.000,Rp24.390.000,190571,EK D6HH324,26 Kg,PC Ready,EK Multimedia,EK AI Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/9/9aff6d40-f26c-4841-a0a7-d8b8e24361e3.jpg'],Intel Core i5-14600K 3.5GHz Up To 5.3GHz - Cache 24MB [Box] Socket LGA 1700 - Raptor Lake Refresh Series,"MAXSUN iCraft Z790 WIFI (LGA1700, Z790, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4070 12GB GDDR6X 2X V2 (1-Click OC) - Lighting EFFECT - DUAL FAN [Factory Brand New - No Box] - Garansi 3 Thn,1STPLAYER NGDP ATX 3.1 750W HA-750BA4 80+ Gold Certified - Full Modular - ATX3.1 and PCIe 5.1 Ready - Embossed Cable - 10 Years Warranty Replacement,None,PRIME PREMIUM GALATEK 360 BLACK - ARGB Liquid Cooler with LCD Display,None,Antec CONSTELLATION C3 BLACK ARGB - Mid-Tower Gaming Case - Massive Airflow via Honeycomb Mesh - 4mm Tempered Glass Side Panel - Type-C 3.2 Gen 2 Ready - Free 3Pcs 120mm PWM ARGB Fans Reverse + 1Pcs 120mm PWM ARGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Creator Alpha 406Ti,19.855.000,Rp19.490.000,190417,EK WA2UF24,25 Kg,PC Ready,EK Multimedia,EK Creator Series,"['https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-1-1725682354.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-5-1725682355.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-2-1725682355.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-3-1725682356.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-4-1725682356.jpg']",Intel Core i5-13400 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"ASRock B760 Pro RS WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 8GB GDDR6 ICHILL X3 - RGB Lighting - TRIPLE FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,LIAN LI UNI FAN AL120 V2 BLACK - SINGLE FAN - 12CM ARGB FAN,be quiet! Shadow Rock 3 - Exceptional Cooling and Significant Quiet - 1x Shadow Wings 2 120mm PWM high-speed fan - Impressive Cooling Performance,None,LIAN LI LANCOOL 206 RGB BLACK - Front Fine Mesh Panel - 4.0mm Tempered Glass Left Side Panel - FREE 2Pcs 160MM ARGB PWM Fan - USB Type C Included,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Creator Alpha 406Ti SNOW,20.330.000,Rp19.990.000,191018,EK 3HWC224,28 Kg,PC Ready,EK Multimedia,EK Creator Series,"['https://assets.enterkomputer.com/frontend/pcready/5-9-24-EK-Creator-Alpha-406Ti-Snow-1-1725682408.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-EK-Creator-Alpha-406Ti-Snow-5-1725682408.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-EK-Creator-Alpha-406Ti-Snow-2-1725682408.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-EK-Creator-Alpha-406Ti-Snow-3-1725682409.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-EK-Creator-Alpha-406Ti-Snow-4-1725682409.jpg']",Intel Core i5-13400 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"ASRock B760M Pro RS WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 8GB GDDR6 ICHILL X3 WHITE - RGB Lighting - TRIPLE FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,LIAN LI UNI FAN P28 (P28120-3W) WHITE - 12CM Fan - Triple Pack,be quiet! Shadow Rock 3 White - Exceptional Cooling and Significant Quiet - 1x Shadow Wings 2 120mm PWM high-speed fan - Impressive Cooling Performance,None,LIAN LI LANCOOL 206 RGB WHITE - Front Fine Mesh Panel - 4.0mm Tempered Glass Left Side Panel - FREE 2Pcs 160MM ARGB PWM Fan - USB Type C Included,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Creator Alpha ICraft,22.470.000,Rp22.090.000,188596,EK 33S6N24,18 Kg,PC Ready,EK Multimedia,EK Creator Series,"['https://assets.enterkomputer.com/frontend/pcready/18-9-24-EK-Creator-Alpha-Icraft-1-1726891808.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-EK-Creator-Alpha-Icraft-5-1726891809.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-EK-Creator-Alpha-Icraft-2-1726891809.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-EK-Creator-Alpha-Icraft-3-1726891810.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-EK-Creator-Alpha-Icraft-4-1726891810.jpg']",Intel Core i5-14600K 3.5GHz Up To 5.3GHz - Cache 24MB [Box] Socket LGA 1700 - Raptor Lake Refresh Series,"MAXSUN iCraft B760M WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4070 12GB GDDR6X 2X V2 (1-Click OC) - Lighting EFFECT - DUAL FAN [Factory Brand New - No Box] - Garansi 3 Thn,PRIME PREMIUM 650W - 80+ Gold Certified Flat Cable Design - Full Modular - Japanese Capacitors - 10 Years Warranty Replacement,None,PRIME POLAR 360T V2.0 ARGB Liquid Cooler with Rainbow Effect Pump Head,None,Antec CX700 RGB ELITE - Mid-Tower Gaming Case - 4mm Tempered Glass Side Panel - Type-C 3.2 Gen 2 Ready - Free 5Pcs 120mm RGB Fans Reverse + 1Pcs 120mm RGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Creator Alpha iCraft 407s,25.969.000,Rp25.590.000,191627,EK UJU2E24,30 Kg,PC Ready,EK Multimedia,EK Creator Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/17/0fb31db2-4978-495a-b160-aaae0cfef383.jpg'],Intel Core i7-12700K 3.6GHz Up To 5.0GHz - Cache 25MB [Box] Socket LGA 1700 - Alder Lake Series,"MAXSUN iCraft Z790 WIFI (LGA1700, Z790, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4070 SUPER 12GB GDDR6X 2X V2 (1-Click OC) - Lighting EFFECT - DUAL FAN - Garansi 3 Thn,1STPLAYER NGDP ATX 3.1 750W HA-750BA4 80+ Gold Certified - Full Modular - ATX3.1 and PCIe 5.1 Ready - Embossed Cable - 10 Years Warranty Replacement,None,be quiet! Silent Loop 2 280mm - Significant Quiet & Exceptional Cooling - 2xSilent Wings 3 140mm PWM,None,LIAN LI LANCOOL 216 RGB BLACK - 4.0mm TEMPERED GLASS - USB Type C Included - FREE 2 PCS 16CM ARGB FANS + 1 PCS 14CM PWM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Office Fizzword Red-X V2,2.845.000,Rp2.790.000,186267,EK MY91C23,10 Kg,PC Ready,EK Office,EK Office Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/30/4f262026-8943-4e58-a1e4-8c65cca2ff2f.jpg'],AMD Ryzen 3 3200G 3.6Ghz Up To 4.0Ghz Cache 4MB 65W AM4 [Box] - 4 Core - YD3200C5FHBOX - with AMD Wraith Stealth Cooler (Garansi Lokal/AMD Indonesia),"MAXSUN Challenger A520M-K (AM4, A520, DDR4, USB 3.2, SATA3)",CUBE GAMING Phoenix SSD 256GB M.2 NVME PCIe Gen3x4,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,None,None,None,None,CUBE GAMING PARK with PSU (Support m-ATX Size),Logitech Classic MK120 USB (K120 + B100),Fantech Vigil MP256 Mousepad (250x210x2mm),Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Office Fizzword PRO Red V2,3.610.000,Rp3.550.000,191290,EK H73TE24,12 Kg,PC Ready,EK Office,EK Office Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/9/43c255ec-bbbf-4e68-a952-eb4c37dd9920.jpg'],AMD Ryzen 5 4600G 3.7Ghz Up To 4.2Ghz Cache 8MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Challenger A520M-K (AM4, A520, DDR4, USB 3.2, SATA3)",CUBE GAMING Phoenix SSD 256GB M.2 NVME PCIe Gen3x4,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,None,None,CUBE GAMING WIND V2 - 2 Copper Heat Pipes - Mirror RGB TOP Cover - Gaming CPU Cooler Rainbow Led - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING PARK with PSU (Support m-ATX Size),Logitech Classic MK120 USB (K120 + B100),Fantech Vigil MP256 Mousepad (250x210x2mm),Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Office Fizzword Blue-X,3.600.000,Rp3.550.000,188026,EK 3RES224,12 Kg,PC Ready,EK Office,EK Office Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/8/a40b47cc-20c3-492b-8a98-3226c46576c1.jpg'],Intel Core i3-10105 3.7Ghz Up To 4.4Ghz - Cache 6MB [Box] Socket LGA 1200 - Comet Lake Refresh Series,"MAXSUN Challenger H510M-R (LGA1200, H510, DDR4, USB3.2, SATA3)",ADATA LEGEND 710 256GB M.2 NVME R 2100MB/S W 1000MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,None,None,None,None,CUBE GAMING PARK with PSU (Support m-ATX Size),Logitech Classic MK120 USB (K120 + B100),Fantech Vigil MP256 Mousepad (250x210x2mm),Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Office Fizzword Blue-XII V2,3.729.000,Rp3.650.000,189328,EK JPQJW24,12 Kg,PC Ready,EK Office,EK Office Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/11/a686e5c5-0c24-42b4-aec9-dffcd6e066df.jpg'],Intel Core i3-12100 3.3GHz Up To 4.3GHz - Cache 12MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Challenger H610M-D (LGA1700, H610, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 256GB M.2 2280 NVMe PCle Gen3 x4 - K256GM2SP0-C71 - R1950MB/s W1250MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,None,None,CUBE GAMING WIND V2 - 2 Copper Heat Pipes - Mirror RGB TOP Cover - Gaming CPU Cooler Rainbow Led - Universal Socket (AM5 Ready),None,CUBE GAMING PARK with PSU (Support m-ATX Size),Logitech Classic MK120 USB (K120 + B100),Fantech Vigil MP256 Mousepad (250x210x2mm),Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Office Fizzword PRO Blue-XII,4.440.000,Rp4.350.000,189429,EK 5KYYP24,16 Kg,PC Ready,EK Office,EK Office Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/8/a59edca4-ff23-4535-a222-84f084002b67.jpg'],Intel Core i5-12400 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Challenger H610M-D (LGA1700, H610, DDR4, USB3.2, SATA3)",CUBE GAMING Phoenix SSD 256GB M.2 NVME PCIe Gen3x4,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Integrated GPU,None,None,CUBE GAMING WIND V2 - 2 Copper Heat Pipes - Mirror RGB TOP Cover - Gaming CPU Cooler Rainbow Led - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING PARK with PSU (Support m-ATX Size),Logitech Classic MK120 USB (K120 + B100),Fantech Vigil MP256 Mousepad (250x210x2mm),Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Theme - Icraft Cross,21.319.000,Rp20.850.000,191590,EK 7YXBS24,30 Kg,PC Ready,EK Theme,,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/14/adf90e8e-a2d6-4d26-a8f5-3bb7c475ba9f.jpg'],Intel Core i7-12700F 2.1GHz Up To 4.9GHz - Cache 25MB [Box] Socket LGA 1700 - Alder Lake Series,"MAXSUN iCraft B760M CROSS (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator W 8G White Edition - Cyber RGB - DUAL FAN - Garansi 3 Thn,1STPLAYER ARMOUR 750W Gaming PSU - PS-750AR 80+ Gold Certified - 5 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan,PRIME PREMIUM ANIMA 240MM WHITE - ARGB Liquid Cooler with LCD Display Custom,None,PRIME A-[K] WHITE - PREMIUM GAMING CASE - FRONT & DUAL SIDE PANEL TEMPERED GLASS - USB Type C,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Theme - PRIME GANK,14.819.000,Rp14.490.000,190895,EK UKBPS24,24 Kg,PC Ready,EK Theme,EK Gaming BattleFreedomz - Theme Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/9/9cedf5c5-51cf-4015-9fbb-52f83395cd67.jpg'],Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI ACE (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,PRIME PREMIUM 650W - 80+ Gold Certified Flat Cable Design - Full Modular - Japanese Capacitors - 10 Years Warranty Replacement,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,be quiet! Pure Rock 2 - Black - Quiet and Effective Cooling - 1x Pure Wings 2 120mm PWM fan,None,PRIME D-[K] V2.0 - ALUMUNIUM GAMING CASE - DUAL SIDE TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
